uuid,file_name,file_path,file_type,evidence_category,category,subject,file_size_bytes,confidence_score,location_path
doc-0054,415017DGarcia-Deerey072825 Ex 045.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits\415017DGarcia-Deerey072825 Ex 045.pdf,PDF,deposition,Deposition/Transcript,415017DGarcia Deerey072825 Ex 045,1599567,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits
doc-0055,415017DGarcia-Deerey072825 Ex 046.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits\415017DGarcia-Deerey072825 Ex 046.pdf,PDF,deposition,Deposition/Transcript,415017DGarcia Deerey072825 Ex 046,524272,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits
doc-0056,415017DGarcia-Deerey072825 Ex 047.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits\415017DGarcia-Deerey072825 Ex 047.pdf,PDF,deposition,Deposition/Transcript,415017DGarcia Deerey072825 Ex 047,540969,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits
doc-0057,415017DGarcia-Deerey072825 Ex 048.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits\415017DGarcia-Deerey072825 Ex 048.pdf,PDF,deposition,Deposition/Transcript,415017DGarcia Deerey072825 Ex 048,4571555,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits
doc-0058,415017DGarcia-Deerey072825 Ex 049.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits\415017DGarcia-Deerey072825 Ex 049.pdf,PDF,deposition,Deposition/Transcript,415017DGarcia Deerey072825 Ex 049,3053462,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits
doc-0059,415017DGarcia-Deerey072825 Ex 050.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits\415017DGarcia-Deerey072825 Ex 050.pdf,PDF,deposition,Deposition/Transcript,415017DGarcia Deerey072825 Ex 050,44917814,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits
doc-0060,415017DGarcia-Deerey072825 Ex 051.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits\415017DGarcia-Deerey072825 Ex 051.pdf,PDF,deposition,Deposition/Transcript,415017DGarcia Deerey072825 Ex 051,443746,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits
doc-0061,415017DGarcia-Deerey072825 Ex 052.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits\415017DGarcia-Deerey072825 Ex 052.pdf,PDF,deposition,Deposition/Transcript,415017DGarcia Deerey072825 Ex 052,483622,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits
doc-0062,415017DGarcia-Deerey072825 Ex 053.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits\415017DGarcia-Deerey072825 Ex 053.pdf,PDF,deposition,Deposition/Transcript,415017DGarcia Deerey072825 Ex 053,195872,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits
doc-0063,415017DGarcia-Deerey072825 Ex 054.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits\415017DGarcia-Deerey072825 Ex 054.pdf,PDF,deposition,Deposition/Transcript,415017DGarcia Deerey072825 Ex 054,616196,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits
doc-0064,415017DGarcia-Deerey072825 Ex 056.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits\415017DGarcia-Deerey072825 Ex 056.pdf,PDF,deposition,Deposition/Transcript,415017DGarcia Deerey072825 Ex 056,698493,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits
doc-0065,415017DGarcia-Deerey072825 Ex 057.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits\415017DGarcia-Deerey072825 Ex 057.pdf,PDF,deposition,Deposition/Transcript,415017DGarcia Deerey072825 Ex 057,500964,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Exhibits
doc-0066,415017_Daniel_Garcia-Deerey_072825_Vol 01.ptx,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript\415017_Daniel_Garcia-Deerey_072825_Vol 01.ptx,OTHER,deposition,Deposition/Transcript,415017 Daniel Garcia Deerey 072825 Vol 01,77023,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript
doc-0067,415017_Daniel_Garcia-Deerey_072825_Vol 01.txt,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript\415017_Daniel_Garcia-Deerey_072825_Vol 01.txt,TXT,deposition,Deposition/Transcript,415017 Daniel Garcia Deerey 072825 Vol 01,188206,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript
doc-0068,415017_Daniel_Garcia-Deerey_072825_Vol 01_Full.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript\415017_Daniel_Garcia-Deerey_072825_Vol 01_Full.pdf,PDF,deposition,Deposition/Transcript,415017 Daniel Garcia Deerey 072825 Vol 01 Full,546651,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript
doc-0069,415017_Daniel_Garcia-Deerey_072825_Vol 01_Full_Exh.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript\415017_Daniel_Garcia-Deerey_072825_Vol 01_Full_Exh.pdf,PDF,deposition,Deposition/Transcript,415017 Daniel Garcia Deerey 072825 Vol 01 Full Exh,29081124,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript
doc-0070,415017_Daniel_Garcia-Deerey_072825_Vol 01_Mini.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript\415017_Daniel_Garcia-Deerey_072825_Vol 01_Mini.pdf,PDF,deposition,Deposition/Transcript,415017 Daniel Garcia Deerey 072825 Vol 01 Mini,467213,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript
doc-0071,415017_Daniel_Garcia-Deerey_072825_Vol 02.ptx,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript\415017_Daniel_Garcia-Deerey_072825_Vol 02.ptx,OTHER,deposition,Deposition/Transcript,415017 Daniel Garcia Deerey 072825 Vol 02,135399,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript
doc-0072,415017_Daniel_Garcia-Deerey_072825_Vol 02.txt,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript\415017_Daniel_Garcia-Deerey_072825_Vol 02.txt,TXT,deposition,Deposition/Transcript,415017 Daniel Garcia Deerey 072825 Vol 02,331672,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript
doc-0073,415017_Daniel_Garcia-Deerey_072825_Vol 02_Full.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript\415017_Daniel_Garcia-Deerey_072825_Vol 02_Full.pdf,PDF,deposition,Deposition/Transcript,415017 Daniel Garcia Deerey 072825 Vol 02 Full,944245,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript
doc-0074,415017_Daniel_Garcia-Deerey_072825_Vol 02_Full_Exh.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript\415017_Daniel_Garcia-Deerey_072825_Vol 02_Full_Exh.pdf,PDF,deposition,Deposition/Transcript,415017 Daniel Garcia Deerey 072825 Vol 02 Full Exh,102789916,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript
doc-0075,415017_Daniel_Garcia-Deerey_072825_Vol 02_Mini.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript\415017_Daniel_Garcia-Deerey_072825_Vol 02_Mini.pdf,PDF,deposition,Deposition/Transcript,415017 Daniel Garcia Deerey 072825 Vol 02 Mini,859091,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.28.25\415017\Transcript
doc-0076,415018_Daniel_Garcia-Deerey_072925_Vol 03.ptx,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 03.ptx,OTHER,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 03,116182,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0077,415018_Daniel_Garcia-Deerey_072925_Vol 03.txt,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 03.txt,TXT,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 03,284420,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0078,415018_Daniel_Garcia-Deerey_072925_Vol 03.xmef,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 03.xmef,OTHER,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 03,40883703,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0079,415018_Daniel_Garcia-Deerey_072925_Vol 03_Full.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 03_Full.pdf,PDF,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 03 Full,856499,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0080,415018_Daniel_Garcia-Deerey_072925_Vol 03_Full_exh.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 03_Full_exh.pdf,PDF,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 03 Full exh,71872081,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0081,415018_Daniel_Garcia-Deerey_072925_Vol 03_Mini.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 03_Mini.pdf,PDF,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 03 Mini,719850,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0082,415018_Daniel_Garcia-Deerey_072925_Vol 04.ptx,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 04.ptx,OTHER,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 04,104454,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0083,415018_Daniel_Garcia-Deerey_072925_Vol 04.txt,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 04.txt,TXT,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 04,252709,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0084,415018_Daniel_Garcia-Deerey_072925_Vol 04.xmef,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 04.xmef,OTHER,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 04,12401834,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0085,415018_Daniel_Garcia-Deerey_072925_Vol 04_Full.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 04_Full.pdf,PDF,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 04 Full,770162,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0086,415018_Daniel_Garcia-Deerey_072925_Vol 04_Full_exh.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 04_Full_exh.pdf,PDF,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 04 Full exh,13133653,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0087,415018_Daniel_Garcia-Deerey_072925_Vol 04_Mini.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 04_Mini.pdf,PDF,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 04 Mini,652110,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0088,Deposition Insights 415018 458761 Daniel Scott Garcia-Deerey (Vol.03).pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Deposition Insights 415018 458761 Daniel Scott Garcia-Deerey (Vol.03).pdf,PDF,deposition,Deposition/Transcript,Deposition Transcript,4097003,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0089,Deposition Insights 415018 458762 Daniel Scott Garcia-Deerey (Vol.04).pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Deposition Insights 415018 458762 Daniel Scott Garcia-Deerey (Vol.04).pdf,PDF,deposition,Deposition/Transcript,Deposition Transcript,3604268,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25
doc-0090,415018DGarcia-Deerey072925 Ex 055.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits\415018DGarcia-Deerey072925 Ex 055.pdf,PDF,deposition,Deposition/Transcript,415018DGarcia Deerey072925 Ex 055,34971739,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits
doc-0091,415018DGarcia-Deerey072925 Ex 058.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits\415018DGarcia-Deerey072925 Ex 058.pdf,PDF,deposition,Deposition/Transcript,415018DGarcia Deerey072925 Ex 058,235528,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits
doc-0092,415018DGarcia-Deerey072925 Ex 059.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits\415018DGarcia-Deerey072925 Ex 059.pdf,PDF,deposition,Deposition/Transcript,415018DGarcia Deerey072925 Ex 059,653629,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits
doc-0093,415018DGarcia-Deerey072925 Ex 060.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits\415018DGarcia-Deerey072925 Ex 060.pdf,PDF,deposition,Deposition/Transcript,415018DGarcia Deerey072925 Ex 060,342028,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits
doc-0094,415018DGarcia-Deerey072925 Ex 061.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits\415018DGarcia-Deerey072925 Ex 061.pdf,PDF,deposition,Deposition/Transcript,415018DGarcia Deerey072925 Ex 061,115192,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits
doc-0095,415018DGarcia-Deerey072925 Ex 062.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits\415018DGarcia-Deerey072925 Ex 062.pdf,PDF,deposition,Deposition/Transcript,415018DGarcia Deerey072925 Ex 062,2345550,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits
doc-0096,415018DGarcia-Deerey072925 Ex 063.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits\415018DGarcia-Deerey072925 Ex 063.pdf,PDF,deposition,Deposition/Transcript,415018DGarcia Deerey072925 Ex 063,416388,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits
doc-0097,415018DGarcia-Deerey072925 Ex 064.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits\415018DGarcia-Deerey072925 Ex 064.pdf,PDF,deposition,Deposition/Transcript,415018DGarcia Deerey072925 Ex 064,289164,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits
doc-0098,415018DGarcia-Deerey072925 Ex 065.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits\415018DGarcia-Deerey072925 Ex 065.pdf,PDF,deposition,Deposition/Transcript,415018DGarcia Deerey072925 Ex 065,166333,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits
